"Instituto","Campus","Co_unidade_ensino","Cidade","Sigla"
"INSTITUTO FEDERAL DA PARAÍBA","CAMPUS SOUSA","2810","SOUSA","PB"
"UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ","CAMPUS APUCARANA","3672","APUCARANA","PR"
"INSTITUTO FEDERAL DO PARANÁ","CAMPUS AVANÇADO ARAPONGAS","46205","ARAPONGAS","PR"
"INSTITUTO FEDERAL DO PARANÁ","CAMPUS ASSIS CHATEAUBRIAND","13781","ASSIS CHATEAUBRIAND","PR"
"INSTITUTO FEDERAL DO PARANÁ","CAMPUS AVANÇADO ASTORGA","31962","ASTORGA","PR"
"INSTITUTO FEDERAL DO PARANÁ","CAMPUS AVANÇADO BANDEIRANTES","32001","BANDEIRANTES","PR"
"INSTITUTO FEDERAL DO PARANÁ","CAMPUS AVANÇADO BARRACÃO","31963","BARRACÃO","PR"
"INSTITUTO FEDERAL DO PARANÁ","CAMPUS CAMPO LARGO","13805","CAMPO LARGO","PR"
"UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ","CAMPUS CAMPO MOURÃO","3199","CAMPO MOURÃO","PR"
"INSTITUTO FEDERAL DO PARANÁ","CAMPUS CAPANEMA","23467","CAPANEMA","PR"
"INSTITUTO FEDERAL DO PARANÁ","CAMPUS CASCAVEL","13789","CASCAVEL","PR"
"INSTITUTO FEDERAL DO PARANÁ","CAMPUS COLOMBO","23761","COLOMBO","PR"
"UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ","CAMPUS CORNÉLIO PROCÓPIO","3288","CORNÉLIO PROCÓPIO","PR"
"INSTITUTO FEDERAL DO PARANÁ","CAMPUS AVANÇADO CORONEL VIVIDA","31964","CORONEL VIVIDA","PR"
"INSTITUTO FEDERAL DO PARANÁ","CAMPUS CURITIBA","2924","CURITIBA","PR"
"UNIVERSIDADE FEDERAL DO PARANÁ SETOR DE EDUCAÇÃO PROFISSIONAL E TECNÓLOGICA","UNIVERSIDADE FEDERAL DO PARANÁ SETOR DE EDUCAÇÃO PROFISSIONAL E TECNÓLOGICA","13860","CURITIBA","PR"
"UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ","CAMPUS CURITIBA U","3093","CURITIBA","PR"
"UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ","CAMPUS DOIS VIZINHOS","3182","DOIS VIZINHOS","PR"
"INSTITUTO FEDERAL DO PARANÁ","CAMPUS FOZ DO IGUAÇU","3258","FOZ DO IGUAÇU","PR"
"INSTITUTO FEDERAL DO PARANÁ","CAMPUS AVANÇADO GOIOERÊ","43385","GOIOERÊ","PR"
"INSTITUTO FEDERAL DO PARANÁ","CAMPUS AVANÇADO GUAÍRA","32003","GUAÍRA","PR"
"INSTITUTO FEDERAL DO PARANÁ","CAMPUS IRATI","13780","IRATI","PR"
"INSTITUTO FEDERAL DO PARANÁ","CAMPUS IVAIPORÃ","13775","IVAIPORÃ","PR"
"INSTITUTO FEDERAL DO PARANÁ","CAMPUS JACAREZINHO","13772","JACAREZINHO","PR"
"INSTITUTO FEDERAL DO PARANÁ","CAMPUS JAGUARIAÍVA","23463","JAGUARIAÍVA","PR"
"INSTITUTO FEDERAL DO PARANÁ","CAMPUS AVANÇADO LAPA","31969","LAPA","PR"
"INSTITUTO FEDERAL DO PARANÁ","CAMPUS LONDRINA","13777","LONDRINA","PR"
"UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ","CAMPUS LONDRINA U","3219","LONDRINA","PR"
"UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ","CAMPUS MEDIANEIRA","3657","MEDIANEIRA","PR"
"INSTITUTO FEDERAL DO PARANÁ","CAMPUS PALMAS","13782","PALMAS","PR"
"INSTITUTO FEDERAL DO PARANÁ","CAMPUS PARANAGUÁ","3257","PARANAGUÁ","PR"
"INSTITUTO FEDERAL DO PARANÁ","CAMPUS PARANAVAÍ","13804","PARANAVAÍ","PR"
"UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ","CAMPUS PATO BRANCO","3383","PATO BRANCO","PR"
"INSTITUTO FEDERAL DO PARANÁ","CAMPUS PINHAIS","23465","PINHAIS","PR"
"INSTITUTO FEDERAL DO PARANÁ","CAMPUS PITANGA","23464","PITANGA","PR"
"UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ","CAMPUS PONTA GROSSA","3344","PONTA GROSSA","PR"
"INSTITUTO FEDERAL DO PARANÁ","CAMPUS AVANÇADO QUEDAS DO IGUAÇU","31975","QUEDAS DO IGUAÇU","PR"
"INSTITUTO FEDERAL DO PARANÁ","CAMPUS TELÊMACO BORBA","13774","TELÊMACO BORBA","PR"
"UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ","CAMPUS TOLEDO","12931","TOLEDO","PR"
"UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ","CAMPUS TOLEDO","3249","TOLEDO","PR"
"INSTITUTO FEDERAL DO PARANÁ","CAMPUS UMUARAMA","13771","UMUARAMA","PR"
"INSTITUTO FEDERAL DO PARANÁ","CAMPUS UNIÃO DA VITÓRIA","23466","UNIÃO DA VITÓRIA","PR"
"INSTITUTO FEDERAL DE PERNAMBUCO","CAMPUS ABREU E LIMA","32366","ABREU E LIMA","PE"
"INSTITUTO FEDERAL DE PERNAMBUCO","CAMPUS AFOGADOS DA INGAZEIRA","14106","AFOGADOS DA INGAZEIRA","PE"
"INSTITUTO FEDERAL DO SERTÃO PERNAMBUCANO","CENTRO DE REFERÊNCIA AFRÂNIO","32110","AFRÂNIO","PE"
"INSTITUTO FEDERAL DE PERNAMBUCO","CAMPUS BARREIROS","2857","BARREIROS","PE"
"INSTITUTO FEDERAL DE PERNAMBUCO","CAMPUS BELO JARDIM","2858","BELO JARDIM","PE"
"INSTITUTO FEDERAL DE PERNAMBUCO","CAMPUS CABO DE SANTO AGOSTINHO","32118","CABO DE SANTO AGOSTINHO","PE"
"INSTITUTO FEDERAL DE PERNAMBUCO","CAMPUS CARUARU","14103","CARUARU","PE"
"INSTITUTO FEDERAL DO SERTÃO PERNAMBUCANO","CAMPUS FLORESTA","2877","FLORESTA","PE"
"INSTITUTO FEDERAL DE PERNAMBUCO","CAMPUS GARANHUNS","14104","GARANHUNS","PE"
"INSTITUTO FEDERAL DE PERNAMBUCO","CAMPUS IGARASSU","32364","IGARASSU","PE"
"INSTITUTO FEDERAL DE PERNAMBUCO","CAMPUS IPOJUCA","2862","IPOJUCA","PE"
"INSTITUTO FEDERAL DE PERNAMBUCO","CAMPUS JABOATÃO DOS GUARARAPES","32132","JABOATÃO DOS GUARARAPES","PE"
"INSTITUTO FEDERAL DE PERNAMBUCO","CAMPUS OLINDA","32363","OLINDA","PE"
"INSTITUTO FEDERAL DO SERTÃO PERNAMBUCANO","CAMPUS OURICURI","14184","OURICURI","PE"
"INSTITUTO FEDERAL DE PERNAMBUCO","CAMPUS PALMARES","32362","PALMARES","PE"
"INSTITUTO FEDERAL DE PERNAMBUCO","CAMPUS PAULISTA","32365","PAULISTA","PE"
"INSTITUTO FEDERAL DE PERNAMBUCO","CAMPUS PESQUEIRA","2867","PESQUEIRA","PE"
"INSTITUTO FEDERAL DO SERTÃO PERNAMBUCANO","CENTRO DE REFERÊNCIA PETROLÂNDIA","32112","PETROLÂNDIA","PE"
"INSTITUTO FEDERAL DO SERTÃO PERNAMBUCANO","CAMPUS PETROLINA","2873","PETROLINA","PE"
"INSTITUTO FEDERAL DO SERTÃO PERNAMBUCANO","CAMPUS PETROLINA ZONA RURAL","2875","PETROLINA","PE"
"INSTITUTO FEDERAL DE PERNAMBUCO","CAMPUS RECIFE","2856","RECIFE","PE"
"INSTITUTO FEDERAL DO SERTÃO PERNAMBUCANO","CAMPUS SALGUEIRO","14185","SALGUEIRO","PE"
"INSTITUTO FEDERAL DO SERTÃO PERNAMBUCANO","CAMPUS SANTA MARIA DA BOA VISTA","32044","SANTA MARIA DA BOA VISTA","PE"
"UNIVERSIDADE FEDERAL DO RURAL DE PERNAMBUCO","COLÉGIO AGRÍCOLA DOM AGOSTINHO IKAS DA UFRPE","12974","SÃO LOURENÇO DA MATA","PE"
"INSTITUTO FEDERAL DO SERTÃO PERNAMBUCANO","CAMPUS SERRA TALHADA","32042","SERRA TALHADA","PE"
"INSTITUTO FEDERAL DO SERTÃO PERNAMBUCANO","CENTRO DE REFERÊNCIA SERTÂNIA","32117","SERTÂNIA","PE"
"INSTITUTO FEDERAL DE PERNAMBUCO","CAMPUS VITÓRIA DE SANTO ANTÃO","2860","VITÓRIA DE SANTO ANTÃO","PE"
"INSTITUTO FEDERAL DO PIAUÍ","CAMPUS ANGICAL DO PIAUÍ","13291","ANGICAL DO PIAUÍ","PI"
"COLÉGIO TÉCNICO DE BOM JESUS","COLÉGIO TÉCNICO DE BOM JESUS","12980","BOM JESUS","PI"
"INSTITUTO FEDERAL DO PIAUÍ","CAMPUS CAMPO MAIOR","31989","CAMPO MAIOR","PI"
"INSTITUTO FEDERAL DO PIAUÍ","CAMPUS COCAL","31992","COCAL","PI"
"INSTITUTO FEDERAL DO PIAUÍ","CAMPUS CORRENTE","13293","CORRENTE","PI"
"COLÉGIO TÉCNICO DE FLORIANO","COLÉGIO TÉCNICO DE FLORIANO","3744","FLORIANO","PI"
"INSTITUTO FEDERAL DO PIAUÍ","CAMPUS FLORIANO","2921","FLORIANO","PI"
"INSTITUTO FEDERAL DO PIAUÍ","CENTRO DE REFERÊNCIA DE GUADALUPE","42896","GUADALUPE","PI"
"INSTITUTO FEDERAL DO PIAUÍ","CAMPUS AVANÇADO JOSÉ FREITAS","31993","JOSÉ DE FREITAS","PI"
"INSTITUTO FEDERAL DO PIAUÍ","CAMPUS OEIRAS","22643","OEIRAS","PI"
"INSTITUTO FEDERAL DO PIAUÍ","CAMPUS PARNAÍBA","2923","PARNAÍBA","PI"
"INSTITUTO FEDERAL DO PIAUÍ","CAMPUS PAULISTANA","13306","PAULISTANA","PI"
"INSTITUTO FEDERAL DO PIAUÍ","CAMPUS PEDRO II","20429","PEDRO II","PI"
"INSTITUTO FEDERAL DO PIAUÍ","CAMPUS PICOS","2922","PICOS","PI"
"INSTITUTO FEDERAL DO PIAUÍ","CAMPUS AVANÇADO PIO IX","31994","PIO IX","PI"
"INSTITUTO FEDERAL DO PIAUÍ","CAMPUS PIRIPIRI","13292","PIRIPIRI","PI"
"INSTITUTO FEDERAL DO PIAUÍ","CAMPUS SÃO JOÃO DO PIAUÍ","20428","SÃO JOÃO DO PIAUÍ","PI"
"INSTITUTO FEDERAL DO PIAUÍ","CAMPUS SÃO RAIMUNDO NONATO","13305","SÃO RAIMUNDO NONATO","PI"
"COLÉGIO TÉCNICO DE TERESINA","COLÉGIO TÉCNICO DE TERESINA","12424","TERESINA","PI"
"INSTITUTO FEDERAL DO PIAUÍ","CAMPUS AVANÇADO DIRCEU ARCOVERDE","31991","TERESINA","PI"
"INSTITUTO FEDERAL DO PIAUÍ","CAMPUS TERESINA CENTRAL","2920","TERESINA","PI"
"INSTITUTO FEDERAL DO PIAUÍ","CAMPUS TERESINA ZONA SUL","4243","TERESINA","PI"
"INSTITUTO FEDERAL DO PIAUÍ","CAMPUS URUÇUÍ","13304","URUÇUÍ","PI"
"INSTITUTO FEDERAL DO PIAUÍ","CAMPUS VALENÇA DO PIAUÍ","31990","VALENÇA DO PIAUÍ","PI"
"CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA","UNED ANGRA DOS REIS","20452","ANGRA DOS REIS","RJ"
"INSTITUTO FEDERAL DO RIO DE JANEIRO","CAMPUS ARRAIAL DO CABO","20445","ARRAIAL DO CABO","RJ"
"INSTITUTO FEDERAL DO RIO DE JANEIRO","CAMPUS BELFORD ROXO","42149","BELFORD ROXO","RJ"
"INSTITUTO FEDERAL FLUMINENSE","CAMPUS BOM JESUS DO ITABAPOANA","3008","BOM JESUS DO ITABAPOANA","RJ"
"INSTITUTO FEDERAL FLUMINENSE","CAMPUS CABO FRIO","3232","CABO FRIO","RJ"
"INSTITUTO FEDERAL FLUMINENSE","CAMPUS AVANÇADO CAMBUCI","32052","CAMBUCI","RJ"
"INSTITUTO FEDERAL FLUMINENSE","CAMPUS CAMPOS CENTRO","3009","CAMPOS DOS GOYTACAZES","RJ"
"INSTITUTO FEDERAL FLUMINENSE","CAMPUS CAMPOS GUARUS","3010","CAMPOS DOS GOYTACAZES","RJ"
"INSTITUTO FEDERAL FLUMINENSE","CENTRO DE REFERÊNCIA EM TECNOLOGIA, INFORMAÇÃO E COMUNICAÇÃO NA EDUCAÇÃO","44335","CAMPOS DOS GOYTACAZES","RJ"
"INSTITUTO FEDERAL FLUMINENSE","CENTRO DE REFERÊNCIA DE CARDOSO MOREIRA","42232","CARDOSO MOREIRA","RJ"
"INSTITUTO FEDERAL FLUMINENSE","CENTRO DE REFERÊNCIA DE CORDEIRO","42244","CORDEIRO","RJ"
"COLÉGIO PEDRO II","CAMPUS DUQUE DE CAXIAS CP","20565","DUQUE DE CAXIAS","RJ"
"INSTITUTO FEDERAL DO RIO DE JANEIRO","CAMPUS DUQUE DE CAXIAS","3124","DUQUE DE CAXIAS","RJ"
"INSTITUTO FEDERAL DO RIO DE JANEIRO","CAMPUS ENGENHEIRO PAULO DE FRONTIN","20446","ENGENHEIRO PAULO DE FRONTIN","RJ"
"INSTITUTO FEDERAL FLUMINENSE","CAMPUS ITABORAÍ","32054","ITABORAÍ","RJ"
"CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA","UNED ITAGUAÍ","20449","ITAGUAÍ","RJ"
"INSTITUTO FEDERAL FLUMINENSE","CAMPUS ITAPERUNA","3231","ITAPERUNA","RJ"
"INSTITUTO FEDERAL FLUMINENSE","CAMPUS MACAÉ","3011","MACAÉ","RJ"
"INSTITUTO FEDERAL FLUMINENSE","CAMPUS AVANÇADO MARICÁ","42059","MARICÁ","RJ"
"INSTITUTO FEDERAL DO RIO DE JANEIRO","CAMPUS MESQUITA","32046","MESQUITA","RJ"
"INSTITUTO FEDERAL DO RIO DE JANEIRO","CAMPUS NILÓPOLIS","2937","NILÓPOLIS","RJ"
"COLÉGIO PEDRO II UNIDADE ESCOLAR DESCENTRALIZADA DE NITERÓI","COLÉGIO PEDRO II UNIDADE ESCOLAR DESCENTRALIZADA DE NITERÓI","43414","NITERÓI","RJ"
"INSTITUTO FEDERAL DO RIO DE JANEIRO","CAMPUS NITERÓI","42151","NITERÓI","RJ"
"CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA","UNED NOVA FRIBURGO","3583","NOVA FRIBURGO","RJ"
"CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA","UNED NOVA IGUAÇU","3062","NOVA IGUAÇU","RJ"
"INSTITUTO FEDERAL DO RIO DE JANEIRO","CAMPUS PARACAMBI","2943","PARACAMBI","RJ"
"CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA","UNED PETRÓPOLIS","3582","PETRÓPOLIS","RJ"
"INSTITUTO FEDERAL DO RIO DE JANEIRO","CAMPUS PINHEIRAL","3006","PINHEIRAL","RJ"
"INSTITUTO FEDERAL FLUMINENSE","CAMPUS QUISSAMÃ","13909","QUISSAMÃ","RJ"
"INSTITUTO FEDERAL DO RIO DE JANEIRO","CAMPUS AVANÇADO RESENDE","31977","RESENDE","RJ"
"INSTITUTO FEDERAL FLUMINENSE","CENTRO DE REFERÊNCIA RIO BONITO","42234","RIO BONITO","RJ"
"CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA","UNED MARIA DA GRAÇA","3064","RIO DE JANEIRO","RJ"
"CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA","UNIDADE MARACANÃ","3037","RIO DE JANEIRO","RJ"
"COLÉGIO PEDRO II","CAMPUS CENTRO","1699","RIO DE JANEIRO","RJ"
"COLÉGIO PEDRO II","CAMPUS ENGENHO NOVO II","1702","RIO DE JANEIRO","RJ"
"COLÉGIO PEDRO II","CAMPUS HUMAITÁ I","43359","RIO DE JANEIRO","RJ"
"COLÉGIO PEDRO II","CAMPUS HUMAITÁ II","31396","RIO DE JANEIRO","RJ"
"COLÉGIO PEDRO II","CAMPUS REALENGO I","43413","RIO DE JANEIRO","RJ"
"COLÉGIO PEDRO II","CAMPUS REALENGO II","1703","RIO DE JANEIRO","RJ"
"COLÉGIO PEDRO II","CAMPUS SÃO CRISTÓVÃO II","43415","RIO DE JANEIRO","RJ"
"COLÉGIO PEDRO II","CAMPUS SÃO CRISTÓVÃO III","1700","RIO DE JANEIRO","RJ"
"COLEGIO PEDRO II","CAMPUS TIJUCA I","43416","RIO DE JANEIRO","RJ"
"COLÉGIO PEDRO II","CAMPUS TIJUCA II","1705","RIO DE JANEIRO","RJ"
"COLÉGIO PEDRO II","UNIDADE ENGENHO NOVO I","44132","RIO DE JANEIRO","RJ"
"COLEGIO PEDRO II","UNID SAO CRISTOVAO I","44133","RIO DE JANEIRO","RJ"
"ESCOLA TÉCNICA DO ARSENAL DE MARINHA DO RIO DE JANEIRO","ESCOLA TÉCNICA DO ARSENAL DE MARINHA DO RIO DE JANEIRO","13645","RIO DE JANEIRO","RJ"
"FUNDAÇÃO OSÓRIO","FUNDAÇÃO OSÓRIO","31910","RIO DE JANEIRO","RJ"
"FUNDAÇÃO OSWALDO CRUZ ESCOLA POLITÉCNICA DE SAÚDE JOAQUIM VENÂNCIO","FUNDAÇÃO OSWALDO CRUZ ESCOLA POLITÉCNICA DE SAÚDE JOAQUIM VENÂNCIO","1019","RIO DE JANEIRO","RJ"
"INSTITUTO BENJAMIN CONSTANT","INSTITUTO BENJAMIN CONSTANT","46064","RIO DE JANEIRO","RJ"
"INSTITUTO FEDERAL DO RIO DE JANEIRO","CAMPUS AVANÇADO RIO DE JANEIRO CENTRO","42126","RIO DE JANEIRO","RJ"
"INSTITUTO FEDERAL DO RIO DE JANEIRO","CAMPUS COMPLEXO DO ALEMÃO","42146","RIO DE JANEIRO","RJ"
"INSTITUTO FEDERAL DO RIO DE JANEIRO","CAMPUS CURICICA CIDADE DE DEUS","42147","RIO DE JANEIRO","RJ"
"INSTITUTO FEDERAL DO RIO DE JANEIRO","CAMPUS REALENGO","3004","RIO DE JANEIRO","RJ"
"INSTITUTO FEDERAL DO RIO DE JANEIRO","CAMPUS RIO DE JANEIRO","2942","RIO DE JANEIRO","RJ"
"INSTITUTO OSWALDO CRUZ","INSTITUTO OSWALDO CRUZ","14180","RIO DE JANEIRO","RJ"
"INSTITUTO FEDERAL FLUMINENSE","CAMPUS SANTO ANTÔNIO DE PÁDUA","32055","SANTO ANTÔNIO DE PÁDUA","RJ"
"INSTITUTO FEDERAL DO RIO DE JANEIRO","CAMPUS SÃO GONÇALO","3005","SÃO GONÇALO","RJ"
"INSTITUTO FEDERAL FLUMINENSE","CAMPUS AVANÇADO SÃO JOÃO DA BARRA","32053","SÃO JOÃO DA BARRA","RJ"
"INSTITUTO FEDERAL DO RIO DE JANEIRO","CAMPUS SÃO JOÃO DE MERITI","42150","SÃO JOÃO DE MERITI","RJ"
"UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO","COLÉGIO TÉCNICO DA UFRRJ","12976","SEROPÉDICA","RJ"
"CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA","UNED VALENÇA","20450","VALENÇA","RJ"
"INSTITUTO FEDERAL DO RIO DE JANEIRO","CAMPUS VOLTA REDONDA","3530","VOLTA REDONDA","RJ"
"INSTITUTO FEDERAL DO RIO GRANDE DO NORTE","CAMPUS APODI","13008","APODI","RN"
"INSTITUTO FEDERAL DO RIO GRANDE DO NORTE","CAMPUS CAICÓ","13012","CAICÓ","RN"
"INSTITUTO FEDERAL DO RIO GRANDE DO NORTE","CAMPUS CANGUARETAMA","31311","CANGUARETAMA","RN"
"INSTITUTO FEDERAL DO RIO GRANDE DO NORTE","CAMPUS CEARÁ-MIRIM","31313","CEARÁ-MIRIM","RN"
"INSTITUTO FEDERAL DO RIO GRANDE DO NORTE","CAMPUS CURRAIS NOVOS","2976","CURRAIS NOVOS","RN"
"INSTITUTO FEDERAL DO RIO GRANDE DO NORTE","CAMPUS IPANGUAÇU","2964","IPANGUAÇU","RN"
"INSTITUTO FEDERAL DO RIO GRANDE DO NORTE","CAMPUS JOÃO CÂMARA","13013","JOÃO CÂMARA","RN"
"INSTITUTO FEDERAL DO RIO GRANDE DO NORTE","CAMPUS AVANÇADO LAJES","42053","LAJES","RN"
"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE","ESCOLA AGRÍCOLA DE JUNDIAÍ DA UFRN","3479","MACAÍBA","RN"
"INSTITUTO FEDERAL DO RIO GRANDE DO NORTE","CAMPUS MACAU","13016","MACAU","RN"
"INSTITUTO FEDERAL DO RIO GRANDE DO NORTE","CAMPUS MOSSORÓ","2977","MOSSORÓ","RN"
"INSTITUTO FEDERAL DO RIO GRANDE DO NORTE","INSTITUTO FEDERAL DO RIO GRANDE DO NORTE","30640","NATAL","RN"
"INSTITUTO FEDERAL DO RIO GRANDE DO NORTE","CAMPUS AVANÇADO NATAL ZONA LESTE","46314","NATAL","RN"
"INSTITUTO FEDERAL DO RIO GRANDE DO NORTE","CAMPUS NATAL CENTRAL","2959","NATAL","RN"
"INSTITUTO FEDERAL DO RIO GRANDE DO NORTE","CAMPUS NATAL CIDADE ALTA","20444","NATAL","RN"
"INSTITUTO FEDERAL DO RIO GRANDE DO NORTE","CAMPUS NATAL ZONA NORTE","2962","NATAL","RN"
"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE","ESCOLA DE MÚSICA DA UFRN","3215","NATAL","RN"
"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE","ESCOLA DE SAÚDE DA UFRN","3633","NATAL","RN"
"INSTITUTO FEDERAL DO RIO GRANDE DO NORTE","CAMPUS NOVA CRUZ","20414","NOVA CRUZ","RN"
"INSTITUTO FEDERAL DO RIO GRANDE DO NORTE","CAMPUS AVANÇADO PARELHAS","42055","PARELHAS","RN"
"INSTITUTO FEDERAL DO RIO GRANDE DO NORTE","CAMPUS PARNAMIRIM","20413","PARNAMIRIM","RN"
"INSTITUTO FEDERAL DO RIO GRANDE DO NORTE","CAMPUS PAU DOS FERROS","13017","PAU DOS FERROS","RN"
"INSTITUTO FEDERAL DO RIO GRANDE DO NORTE","CAMPUS SANTA CRUZ","13018","SANTA CRUZ","RN"
"INSTITUTO FEDERAL DO RIO GRANDE DO NORTE","CAMPUS SÃO GONÇALO DO AMARANTE","20419","SÃO GONÇALO DO AMARANTE","RN"
"INSTITUTO FEDERAL DO RIO GRANDE DO NORTE","CAMPUS SÃO PAULO DO POTENGI","31312","SÃO PAULO DO POTENGI","RN"
"INSTITUTO FEDERAL FARROUPILHA","CAMPUS ALEGRETE","2932","ALEGRETE","RS"
"INSTITUTO FEDERAL DO RIO GRANDE DO SUL","CAMPUS ALVORADA","32005","ALVORADA","RS"
"INSTITUTO FEDERAL SUL-RIO-GRANDENSE","CAMPUS BAGÉ","13827","BAGÉ","RS"
"INSTITUTO FEDERAL DO RIO GRANDE DO SUL","CAMPUS BENTO GONÇALVES","2936","BENTO GONÇALVES","RS"
"INSTITUTO FEDERAL SUL-RIO-GRANDENSE","CAMPUS CAMAQUÃ","13828","CAMAQUÃ","RS"
"INSTITUTO FEDERAL FARROUPILHA","CENTRO DE REFERÊNCIA CANDELÁRIA","43150","CANDELÁRIA","RS"
"INSTITUTO FEDERAL SULRIOGRANDENSE","CENTRO DE REFERÊNCIA CANDIOTA","42218","CANDIOTA","RS"
"INSTITUTO FEDERAL DO RIO GRANDE DO SUL","CAMPUS CANOAS","2938","CANOAS","RS"
"INSTITUTO FEDERAL FARROUPILHA","CENTRO DE REFERÊNCIA CARAZINHO","42177","CARAZINHO","RS"
"INSTITUTO FEDERAL DO RIO GRANDE DO SUL","CAMPUS CAXIAS DO SUL","13801","CAXIAS DO SUL","RS"
"INSTITUTO FEDERAL SUL-RIO-GRANDENSE","CAMPUS CHARQUEADAS","2930","CHARQUEADAS","RS"
"INSTITUTO FEDERAL DO RIO GRANDE DO SUL","CAMPUS ERECHIM","13681","ERECHIM","RS"
"INSTITUTO FEDERAL DO RIO GRANDE DO SUL","CAMPUS FARROUPILHA","13800","FARROUPILHA","RS"
"INSTITUTO FEDERAL DO RIO GRANDE DO SUL","CAMPUS FELIZ","13799","FELIZ","RS"
" INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA","CÂMPUS FREDERICO WESTPHALEN","43190","FREDERICO WESTPHALEN","RS"
"INSTITUTO FEDERAL FARROUPILHA","CAMPUS FREDERICO WESTPHALEN","12748","FREDERICO WESTPHALEN","RS"
"INSTITUTO FEDERAL SULRIOGRANDENSE","CAMPUS GRAVATAÍ","42043","GRAVATAÍ","RS"
"INSTITUTO FEDERAL DO RIO GRANDE DO SUL","CAMPUS AVANÇADO GUAÍBA","42514","GUAÍBA","RS"
"INSTITUTO FEDERAL DO RIO GRANDE DO SUL","CAMPUS IBIRUBÁ","13798","IBIRUBÁ","RS"
"INSTITUTO FEDERAL SUL-RIO-GRANDENSE","CAMPUS AVANÇADO JAGUARÃO","31979","JAGUARÃO","RS"
"INSTITUTO FEDERAL FARROUPILHA","CAMPUS JAGUARI","22819","JAGUARI","RS"
"INSTITUTO FEDERAL FARROUPILHA","CAMPUS JÚLIO DE CASTILHOS","2933","JÚLIO DE CASTILHOS","RS"
"INSTITUTO FEDERAL SUL-RIO-GRANDENSE","CAMPUS LAJEADO","42048","LAJEADO","RS"
"INSTITUTO FEDERAL FARROUPILHA","CENTRO DE REFERÊNCIA DE NÃOMETOQUE","42178","NÃO-ME-TOQUE","RS"
"INSTITUTO FEDERAL SUL RIOGRANDENSE","CAMPUS AVANÇADO NOVO HAMBURGO","31980","NOVO HAMBURGO","RS"
"INSTITUTO FEDERAL DO RIO GRANDE DO SUL","CAMPUS OSÓRIO","14054","OSÓRIO","RS"
"INSTITUTO FEDERAL FARROUPILHA","CAMPUS PANAMBI","14080","PANAMBI","RS"
"INSTITUTO FEDERAL SUL-RIO-GRANDENSE","CAMPUS PASSO FUNDO","2931","PASSO FUNDO","RS"
"CENTRO DE REFERENCIA DO IFSUL","CENTRO DE REFERENCIA DO IFSUL","45430","PELOTAS","RS"
"INSTITUTO FEDERAL SUL-RIO-GRANDENSE","CAMPUS PELOTAS","2928","PELOTAS","RS"
"INSTITUTO FEDERAL SUL-RIO-GRANDENSE","CAMPUS PELOTAS VISCONDE DA GRAÇA","3736","PELOTAS","RS"
"CENTRO DE EDUCAÇÃO TECNOLÓGICA E PESQUISA EM SAÚDE- CETPS-ESCOLA GHC","CENTRO DE EDUCAÇÃO TECNOLÓGICA E PESQUISA EM SAÚDE- CETPS-ESCOLA GHC","45332","PORTO ALEGRE","RS"
"INSTITUTO FEDERAL DO RIO GRANDE DO SUL","CAMPUS PORTO ALEGRE","2939","PORTO ALEGRE","RS"
"INSTITUTO FEDERAL DO RIO GRANDE DO SUL","CAMPUS PORTO ALEGRE RESTINGA","13802","PORTO ALEGRE","RS"
"UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL","UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL","44226","PORTO ALEGRE","RS"
"INSTITUTO FEDERAL FARROUPILHA","CENTRO DE REFERÊNCIA QUARAÍ","42179","QUARAÍ","RS"
